source,target,weight
Barnabas the Barmy,Katie Bell,1
Hermione Granger,Mark Evans,1
Bane,Rubeus Hagrid,1
Bane,Ronald Weasley,1
Bane,Magorian,1
Hermione Granger,Mrs Norris,1
Avery (Marauder-era),Walden Macnair,1
Avery (Marauder-era),Tom Riddle,1
Avery (Marauder-era),Ronald Weasley,1
Avery (Marauder-era),Mulciber (Marauder-era),1
Avery (Marauder-era),Lucius Malfoy,1
Avery (Marauder-era),Jugson,1
Avery (Marauder-era),Broderick Bode,1
Bartemius Crouch Junior,Harry Potter,1
Hermione Granger,Irma Pince,1
Aurora Sinistra,Ronald Weasley,1
Hermione Granger,Hope Howell,1
Bellatrix Lestrange,Jugson,1
Bellatrix Lestrange,Draco Malfoy,1
Hedwig,Lavender Brown,1
Hedwig,Parvati Patil,1
Hedwig,Remus Lupin,1
Hedwig,Rubeus Hagrid,1
Baruffio,Bradley,1
Helga Hufflepuff,Justin Finch-Fletchley,1
Helga Hufflepuff,Lavender Brown,1
Helga Hufflepuff,Lee Jordan,1
Helga Hufflepuff,Luna Lovegood,1
Helga Hufflepuff,Pansy Parkinson,1
Helga Hufflepuff,Parvati Patil,1
Helga Hufflepuff,Rubeus Hagrid,1
Bartemius Crouch Junior,Ronald Weasley,1
Hermes,Hermione Granger,1
Hermes,Ronald Weasley,1
Aurora Sinistra,Rubeus Hagrid,1
Hermione Granger,Peregrine Derrick,1
Grawp,Luna Lovegood,1
Hestia Jones,Sturgis Podmore,1
Argus Filch,Dobby,1
Argus Filch,Cassius Warrington,1
James Potter I,Molly Weasley,1
Araminta Meliflua Black,Kreacher,1
John Dawlish,Kingsley Shacklebolt,1
John Dawlish,Williamson,1
Jugson,Rabastan Lestrange,1
Jugson,Rodolphus Lestrange,1
Jugson,Theodore Nott,1
Jugson,Vincent Crabbe,1
Jugson,Walden Macnair,1
Justin Finch-Fletchley,Lavender Brown,1
Justin Finch-Fletchley,Ronald Weasley,1
Antonin Dolohov,Walden Macnair,1
Antonin Dolohov,Vincent Crabbe,1
Antonin Dolohov,Rodolphus Lestrange,1
Antonin Dolohov,Remus Lupin,1
Irma Pince,Katie Bell,1
Hestia Jones,Remus Lupin,1
Aurora Sinistra,Hermione Granger,1
Argus Filch,Winky,1
Augustus Rookwood,Walden Macnair,1
Augustus Rookwood,Mulciber (Marauder-era),1
Augustus Rookwood,Lucius Malfoy,1
Hermione Granger,Puddifoot,1
Augustus Rookwood,Kingsley Shacklebolt,1
Augustus Rookwood,Gideon Prewett,1
Augustus Rookwood,Fabian Prewett,1
Hermione Granger,Rolanda Hooch,1
Augustus Pye,Nymphadora Tonks,1
Augustus Pye,Hippocrates Smethwyck,1
Arthur Weasley,Severus Snape,1
Arthur Weasley,Phineas Nigellus Black,1
Arthur Weasley,Merlin,1
Arthur Weasley,Elfrida Cragg,1
Hermione Granger,Theodore Nott,1
Arthur Weasley,Dobby,1
Arthur Weasley,Arthur Weasley,1
Harry Potter,Wilhelmina Grubbly-Plank,1
Bellatrix Lestrange,Mungo Bonham,1
Bellatrix Lestrange,Nymphadora Tonks,1
Cho Chang,Rita Skeeter,1
Cho Chang,Parvati Patil,1
Hannah Abbott,Ronald Weasley,1
Cho Chang,Padma Patil,1
Hannah Abbott,Tom Riddle,1
Cho Chang,Lee Jordan,1
Harold Dingle,Hermione Granger,1
Harold Dingle,Minerva McGonagall,1
Cho Chang,Helga Hufflepuff,1
Cho Chang,Draco Malfoy,1
Harry Potter,Hestia Jones,1
Charles Weasley,William Weasley,1
Harry Potter,Karkus,1
Charles Weasley,Molly Weasley,1
Charles Weasley,Fleur Delacour,1
Cedric Diggory,Seamus Finnigan,1
Cedric Diggory,Salazar Slytherin,1
Cedric Diggory,Puddifoot,1
Cho Chang,Pomona Sprout,1
Griselda Marchbanks,Tofty,1
Harry Potter,Theodore Nott,1
Griselda Marchbanks,Tiberius Ogden,1
Grawp,Olympe Maxime,1
Colin Creevey,Katie Bell,1
Colin Creevey,Harry Potter,1
Gregory Goyle,Justin Finch-Fletchley,1
Gregory Goyle,Katie Bell,1
Gregory Goyle,Lucian Bole,1
Colin Creevey,Hannah Abbott,1
Colin Creevey,Colin Creevey,1
Gregory Goyle,Rubeus Hagrid,1
Cho Chang,Zacharias Smith,1
Gregory Goyle,Terry Boot,1
Gregory Goyle,Theodore Nott,1
Gregory the Smarmy,Harry Potter,1
Cho Chang,Terry Boot,1
Cho Chang,Sirius Black,1
Griselda Marchbanks,Mungo Bonham,1
Griselda Marchbanks,Parvati Patil,1
Cedric Diggory,Pansy Parkinson,1
Harry Potter,Malcolm,1
Harry Potter,Marlene McKinnon,1
Harry Potter,Marsh,1
Broderick Bode,Sturgis Podmore,1
Harry Potter,Prentice,1
Harry Potter,Rabastan Lestrange,1
Broderick Bode,George Weasley,1
Broderick Bode,Fred Weasley,1
Broderick Bode,Father Christmas,1
Bradley,Roger Davies,1
Harry Potter,Rose Zeller,1
Bradley,Lee Jordan,1
Bradley,George Weasley,1
Bradley,Fred Weasley,1
Bradley,Cho Chang,1
Bloody Baron,Peeves,1
Benjy Fenwick,Remus Lupin,1
Benjy Fenwick,Gideon Prewett,1
Benjy Fenwick,Emmeline Vance,1
Bellatrix Lestrange,Vincent Crabbe,1
Broderick Bode,Tom Riddle,1
Buckbeak,Karkus,1
Buckbeak,Kreacher,1
Cassius Warrington,Dolores Umbridge,1
Harry Potter,Merlin,1
Cassius Warrington,Pansy Parkinson,1
Harry Potter,Miles Bletchley,1
Cassius Warrington,Minerva McGonagall,1
Cassius Warrington,Lee Jordan,1
Cassius Warrington,Graham Montague,1
Cassius Warrington,George Weasley,1
Cassandra Trelawney,Wilbert Slinkhard,1
Buckbeak,Rubeus Hagrid,1
Cassandra Trelawney,Neville Longbottom,1
Cassandra Trelawney,Lavender Brown,1
Cassandra Trelawney,Hermione Granger,1
Cassandra Trelawney,Fred Weasley,1
Caradoc Dearborn,Sturgis Podmore,1
Caradoc Dearborn,Rubeus Hagrid,1
Bungy,Mary Dorkins,1
Fawkes,Kingsley Shacklebolt,1
